bibtex_key,title,author,journal,year,source,pages,volume,abstract,document_type,doi,url,affiliation,author_keywords,keywords,publisher,issn,language,note,selection_criteria,created_at,updated_at,created_by,updated_by,status,comments
kaisler2018smart,Smart objects: An active big data approach,"Kaisler, Stephen and Money, William and Cohen, Stephen",,2018,Google Scholar,,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
huurdeman2015supporting,Supporting the process: Adapting search systems to search stages,"Huurdeman, Hugo C and Kamps, Jaap",,2015,Google Scholar,394--404,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
roza2018produccao,Produ{ç}ão e dissemina{ç}ão de informa{ç}ão em um centro de pesquisa de referência na América Latina,"Roza, Rodrigo Hipólito and dos Santos, Raimundo Nonato Macedo",Revista Cubana de Información en Ciencias de la Salud,2018,Google Scholar,,29,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
hipolito2018produccion,Producción y diseminación de información en un centro de investigación de referencia en América Latina,"Hipólito Roza, Rodrigo and Macedo dos Santos, Raimundo Nonato",Revista Cubana de Información en Ciencias de la Salud,2018,Google Scholar,1--18,29,,article,,,,,,"2002, Editorial Ciencias Médicas",,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
shezi1991investigation,An investigation into the kinds and amounts of writing tasks assigned in some Black South African secondary and high schools,"Shezi, Goodman Thamsanqa",,1991,Google Scholar,,,,article,,,,,,"Digital Repository@ Iowa State University, http://lib. dr. iastate. edu/",,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
yang2018session,Session search modeling by partially observable Markov decision process,"Yang, Grace Hui and Dong, Xuchu and Luo, Jiyun and Zhang, Sicong",Information Retrieval Journal,2018,Google Scholar,56--80,21,,article,,,,,,Springer,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
ghosh2019investigating,Investigating Result Presentation in Conversational IR,"Ghosh, Souvick",,2019,Google Scholar,421--424,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
zhou2019metacognitive,Metacognitive scaffolding for online information search in K-12 and higher education settings: a systematic review,"Zhou, Mingming and Lam, Kelly Ka Lai",Educational Technology Research and Development,2019,Google Scholar,1--32,,,article,,,,,,Springer,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
mao2019investigating,Investigating the Learning Process in Job Search: A Longitudinal Study,"Mao, Jiaxin and Spina, Damiano and Sadeghi, Sargol and Scholer, Falk and Sanderson, Mark",,2019,Google Scholar,,,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
ramanna2013emerging,Emerging paradigms in machine learning,"Ramanna, Sheela and Jain, Lakhmi C and Howlett, Robert J",,2013,Google Scholar,,,,book,,,,,,Springer,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
ossenkopf2017reinforcement,Reinforcement Learning for Manipulators without Direct Obstacle Perception in Physically Constrained Environments,"Ossenkopf, Marie and Ennen, Philipp and Vossen, Rene and Jeschke, Sabina",Procedia Manufacturing,2017,Google Scholar,329--337,11,,article,,,,,,Elsevier,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
van2009effects,The effects of goal orientation on job search and reemployment: A field experiment among unemployed job seekers.,"Van Hooft, Edwin AJ and Noordzij, Gera",Journal of Applied Psychology,2009,Google Scholar,1581,94,,article,,,,,,American Psychological Association,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
blake2006collaborative,Collaborative information synthesis II: Recommendations for information systems to support synthesis activities,"Blake, Catherine and Pratt, Wanda",Journal of the American Society for Information Science and Technology,2006,Google Scholar,1888--1895,57,,article,,,,,,Wiley Online Library,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
wilson2013comparison,A comparison of techniques for measuring sensemaking and learning within participant-generated summaries,"Wilson, Mathew J and Wilson, Max L",Journal of the American Society for Information Science and Technology,2013,Google Scholar,291--306,64,,article,,,,,,Wiley Online Library,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
mercer2019understanding,Understanding Undergraduate Engineering Student Information Access and Needs: Results from a Scoping Review,"Mercer, Kathryn and Weaver, Kari and Stables-Kennedy, Ariel",,2019,Google Scholar,,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
rutter2019search,"Search tactics used in solving everyday how-to technical tasks: Repertoire, selection and tenacity","Rutter, Sophie and Blinzler, Verena and Ye, Chaoyu and Wilson, Max L and Twidale, Michael D",Information Processing \& Management,2019,Google Scholar,919--938,56,,article,,,,,,Elsevier,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
van201812,12 Self-Regulatory Perspectives in the Theory of Planned Job Search Behavior: Deliberate and Automatic Self-Regulation Strategies to Facilitate Job Seeking,"van Hooft, Edwin AJ",The Oxford handbook of job loss and job search,2018,Google Scholar,205,,,article,,,,,,Oxford University Press,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
dias2019understanding,Understanding web search patterns through exploratory search as a knowledge-intensive Process,"Dias, Marcelo Tibau de Vasconcellos",,2019,Google Scholar,,,,mastersthesis,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
zhao2019development,The Development of Scaffolding and Its Impact on the Perceived Efficiency of Interactivity in Online Education,"Zhao, Rong and Chen, Yumeng",,2019,Google Scholar,73--77,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
al2017intelligent,Intelligent support for exploration of data graphs,"Al-Tawil, Marwan Ahmad Talal",,2017,Google Scholar,,,,phdthesis,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
mitsui2018adopting,Adopting a graphical perspective in interactive information retrieval research,"Mitsui, Matthew",,2018,Google Scholar,,,,phdthesis,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
erasmus2002potential,The potential of a script to portray the acquisition of major household appliances in consumer behaviour research,"Erasmus, Alet C and Boshoff, Elizabeth and Rousseau, GG",Journal of Consumer Sciences,2002,Google Scholar,,30,,article,,,,,,South African Association for Family Ecology and Consumer Sciences,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
dodson2018role,The role of pre-existing highlights in reader-text interactions and outcomes,"Dodson, Samuel and Freund, Luanne and Kopak, Rick",,2018,Google Scholar,17--20,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
wang2018study,Study of Future EFL Teachers’ ICT Competence and Its Development Under the TPCK Framework,"Wang, Xiaojun and Dostál, Ji{ř}í",,2018,Google Scholar,156--165,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
legeai2010bioinformatic,"Bioinformatic prediction, deep sequencing of microRNAs and their role in phenotypic plasticity in the pea aphid, Acyrthosiphon pisum","Legeai, Fabrice and Rizk, Guillaume and Walsh, Thomas and Edwards, Owain and Gordon, Karl and Lavenier, Dominique and Leterme, Nathalie and Méreau, Agnès and Nicolas, Jacques and Tagu, Denis and others",BMC Genomics,2010,Google Scholar,281,11,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
callahan2011cultural,Cultural bias in Wikipedia content on famous persons,"Callahan, Ewa S and Herring, Susan C",Journal of the American society for information science and technology,2011,Google Scholar,1899--1915,62,,article,,,,,,Wiley Online Library,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
otto2019understanding,"Understanding, Categorizing and Predicting Semantic Image-Text Relations","Otto, Christian and Springstein, Matthias and Anand, Avishek and Ewerth, Ralph",,2019,Google Scholar,168--176,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
belzowski2018utility,The Utility of Social Media for Teaching Information Has Value,"Belzowski, Nora and Bugajski, Kristi",,2018,Google Scholar,,,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
arora2017users,How do Users Perceive Information: Analyzing user feedback while annotating textual units,"Arora, Piyush and Jones, Gareth JF",,2017,Google Scholar,,,,article,,,,,,CEUR-WS,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
gwizdka2019exploring,Exploring Eye-Tracking Data for Detection of Mind-Wandering on Web Tasks,"Gwizdka, Jacek",,2019,Google Scholar,47--55,,,incollection,,,,,,Springer,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
hildreth1966issues,Issues and Implications in Current Procedures for Establishing Research Priorities,"Hildreth, RJ",Journal of Farm Economics,1966,Google Scholar,1641--1650,48,,article,,,,,,JSTOR,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
vanimproving,Improving Information Seeking Performance,"van Oostendorp, Herre and Aggarwal, Sonal",,,Google Scholar,,,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
saidi2019learning,Learning by solving as a pedagogical approach to inclusive health innovation,"Saidi, Trust and van der Westhuizen, Donné and Conrad, Nailah and Mutsvangwa, Tinashe and Douglas, Tania S",Development Southern Africa,2019,Google Scholar,1--14,,,article,,,,,,Taylor \& Francis,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
wilson2016search,Search literacy: Learning to search to learn,"Wilson, Max L and Ye, Chaoyu and Twidale, Michael B and Grasse, Hannah and Rosenthal, Jacob and McKittrick, Max",,2016,Google Scholar,,,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
oppenlaender2019search,Search Support for Exploratory Writing,"Oppenlaender, Jonas and Kuosmanen, Elina and Goncalves, Jorge and Hosio, Simo",,2019,Google Scholar,,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
lemos2018compreensao,Compreensão e reten{ç}ão de informa{ç}ões na leitura de textos em meio impresso e digital,"Lemos, Keyla Maria Frota and Borges, Vládia Maria Cabral",LETRAS EM REVISTA,2018,Google Scholar,,9,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
visvizi2019politics,Politics and technology in the post-truth era,"Visvizi, Anna and Lytras, Miltiadis D",,2019,Google Scholar,,,,book,,,,,,Emerald Publishing Limited,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
liang1995soliciting,Soliciting unsolicited export orders: are recipients chosen at random?,"Liang, Neng",European Journal of Marketing,1995,Google Scholar,37--59,29,,article,,,,,,MCB UP Ltd,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
da2016potencial,O potencial do Task-Based Learning (TBL) para trazer a autenticidade para a sala de aula de língua estrangeira através das tarefas baseadas no mundo real,"da Costa, Andreia Alice Barbosa",,2016,Google Scholar,,,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
mettigreference,Reference lost-first explorations on use of management accounting and control in business model transformation,"Mettig, Till",,,Google Scholar,,,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
lazonder2000differences,Differences between novice and experienced users in searching information on the World Wide Web,"Lazonder, Ard W and Biemans, Harm JA and Wopereis, Iwan GJH",Journal of the American Society for Information Science,2000,Google Scholar,576--581,51,,article,,,,,,Wiley Online Library,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
gaines1996guiding,Guiding dialogue in the transformation of teacher-student relationships,"Gaines, Sherry and Baldwin, Dee",Nursing Outlook,1996,Google Scholar,124--128,44,,article,,,,,,Elsevier,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
rueter2018decision,Decision-Making Practices During the Instrument Selection Process: The Choices We Make,"Rueter, Jessica A and McWhorter, Rochell and Delello, Julie",Assessment for Effective Intervention,2018,Google Scholar,"1,53451E+15",,,article,,,,,,"SAGE Publications Sage CA: Los Angeles, CA",,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
pian2014health,Health information learning within the context of health information seeking on a discussion forum,"Pian, Wenjing and Khoo, Christopher SG",,2014,Google Scholar,,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
doucette2019culture,Culture Matters: Three Initiatives to Understand International Students' Academic Needs and Expectations.,"Doucette, Wendy C",Tennessee Libraries,2019,Google Scholar,,69,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
weisbord2007future,Future Search: Common ground under complex conditions,"Weisbord, Marvin and Janoff, Sandra and Holman, P and Devane, T and Cady, S",,2007,Google Scholar,,,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
li2019research,"Research Project Fostering Creativity in Higher Education: A Comparative Study on Pedagogical Strategies of Learning by Projects between Denmark and China, funded by Danish Research Council (2013-2016). Currently she is coordinating Designing, Participation and Facilitation of Problem and Project-Based Learning (PBL) between Northeastern University (NEU), China and AAU, Denmark; she is","Li, Mei",Global Perspectives on Fostering Problem-Based Learning in Chinese Universities,2019,Google Scholar,342,,,article,,,,,,IGI Global,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
kankam2018role,The role of librarians in facilitating high school learners’ Internet information literacy competencies in Ghana,"Kankam, Philip and Nsibirwa, Zawedde",Innovation: journal of appropriate librarianship and information work in Southern Africa,2018,Google Scholar,122--144,2018,,article,,,,,,University of KwaZulu-Natal,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
kim2019our,‘Our Korea’: transcultural affinity as negotiated through YouTube encounters,"Kim, Alice Nahyeon and Caidi, Nadia and Chah, Niel",,2019,Google Scholar,,,,article,,,,,,University of Borås,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
o2016system,System and user centered evaluation approaches in interactive information retrieval (SAUCE 2016),"O'Brien, Heather L and Ferro, Nicola and Joho, Hideo and Lewandowski, Dirk and Thomas, Paul and van Rijsbergen, Keith",,2016,Google Scholar,337--340,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
